Produto,Área_negócio,Subdivisão,Data_venda,Valor_vendas,Quantidade,Gama,Gama_2,Interface,Descrição,Descrição_detalhada,Subdivisão_agrupada,No_mês,Nome_mês,No_ano,Ciclos,Produto e Descrição Detalhada
2983639,Cardiologia,CASAJAR,14-08-2019,"590,26",34,Gama8,Kate,zfg,Desc8,DescDet6,CASA,8,Agosto,2019,2º (MAI-AGO),2983639 - DescDet6
9807652,Ginecologia,CLINTA,30-06-2019,"350,43",80,Gama7,Jennifer,dZx,Desc8,DescDet9,CLIN,6,Junho,2019,2º (MAI-AGO),9807652 - DescDet9
1713965,Pediatria,CLINTOPS,16-08-2018,"618,32",99,Gama6,Julia,GcK,Desc11,DescDet6,CLIN,8,Agosto,2018,2º (MAI-AGO),1713965 - DescDet6
1713965,Pediatria,CLINTOPS,18-01-2018,"762,91",86,Gama6,Julia,EJC,Desc11,DescDet6,CLIN,1,Janeiro,2018,1º (JAN-ABR),1713965 - DescDet6
6525808,Outros,CLINTA,14-05-2023,"850,7",144,Gama2,Julia,nbP,Desc1,DescDet5,CLIN,5,Maio,2023,2º (MAI-AGO),6525808 - DescDet5
9807652,Ginecologia,CLINTA,05-06-2021,"642,47",69,Gama7,Jennifer,HlE,Desc8,DescDet9,CLIN,6,Junho,2021,2º (MAI-AGO),9807652 - DescDet9
6740395,Ginecologia,CASAJAR,10-10-2018,"486,93",62,Gama1,Scarlett,knC,Desc5,DescDet4,CASA,10,Outubro,2018,3º (SET-DEZ),6740395 - DescDet4
3322966,Pediatria,CLINTAL,23-02-2022,"673,87",148,Gama3,Scarlett,Yhg,Desc2,DescDet3,CLIN,2,Fevereiro,2022,1º (JAN-ABR),3322966 - DescDet3
8687593,Cardiologia,CASARE,10-09-2018,"720,52",58,Gama5,Angelina,bGR,Desc3,DescDet4,CASA,9,Setembro,2018,3º (SET-DEZ),8687593 - DescDet4
3322966,Pediatria,CLINTAL,14-11-2020,"423,36",77,Gama3,Scarlett,sse,Desc2,DescDet3,CLIN,11,Novembro,2020,3º (SET-DEZ),3322966 - DescDet3
0402501,Ginecologia,CASAJAR,05-04-2018,"237,9",122,Gama1,Keira,Yii,Desc5,DescDet1,CASA,4,Abril,2018,1º (JAN-ABR),0402501 - DescDet1
6319300,Cardiologia,CASARE,18-12-2019,"646,96",14,Gama3,Keira,BfQ,Desc8,DescDet1,CASA,12,Dezembro,2019,3º (SET-DEZ),6319300 - DescDet1
6319300,Cardiologia,CASARE,25-05-2023,"588,9",172,Gama3,Keira,BLL,Desc8,DescDet1,CASA,5,Maio,2023,2º (MAI-AGO),6319300 - DescDet1
3322966,Pediatria,CLINTAL,10-02-2021,"113,3",17,Gama3,Scarlett,vYK,Desc2,DescDet3,CLIN,2,Fevereiro,2021,1º (JAN-ABR),3322966 - DescDet3
6022768,Ortopedia,CLINTAL,27-02-2019,"160,01",34,Gama4,Charlize,Qwd,Desc9,DescDet6,CLIN,2,Fevereiro,2019,1º (JAN-ABR),6022768 - DescDet6
6740395,Ginecologia,CASAJAR,12-10-2021,"143,62",184,Gama1,Scarlett,cLu,Desc5,DescDet4,CASA,10,Outubro,2021,3º (SET-DEZ),6740395 - DescDet4
6319300,Cardiologia,CASARE,15-09-2022,"398,4",69,Gama3,Keira,xbt,Desc8,DescDet1,CASA,9,Setembro,2022,3º (SET-DEZ),6319300 - DescDet1
0402501,Ginecologia,CASAJAR,22-03-2020,"513,73",56,Gama1,Keira,xQO,Desc5,DescDet1,CASA,3,Março,2020,1º (JAN-ABR),0402501 - DescDet1
2983639,Cardiologia,CASAJAR,01-11-2020,"310,18",84,Gama8,Kate,cWb,Desc8,DescDet6,CASA,11,Novembro,2020,3º (SET-DEZ),2983639 - DescDet6
6740395,Ginecologia,CASAJAR,07-07-2021,"780,53",119,Gama1,Scarlett,DLJ,Desc5,DescDet4,CASA,7,Julho,2021,2º (MAI-AGO),6740395 - DescDet4
3295001,Ortopedia,CLINTAL,26-02-2023,"434,13",71,Gama8,Emma,WMZ,Desc2,DescDet3,CLIN,2,Fevereiro,2023,1º (JAN-ABR),3295001 - DescDet3
8687593,Cardiologia,CASARE,03-10-2018,"904,31",198,Gama5,Angelina,yEl,Desc3,DescDet4,CASA,10,Outubro,2018,3º (SET-DEZ),8687593 - DescDet4
6022768,Ortopedia,CLINTAL,20-06-2019,"174,69",26,Gama4,Charlize,SDG,Desc9,DescDet6,CLIN,6,Junho,2019,2º (MAI-AGO),6022768 - DescDet6
1713965,Pediatria,CLINTOPS,05-04-2018,"386,51",187,Gama6,Julia,yAc,Desc11,DescDet6,CLIN,4,Abril,2018,1º (JAN-ABR),1713965 - DescDet6
6740395,Ginecologia,CASAJAR,02-09-2019,"499,74",57,Gama1,Scarlett,eHc,Desc5,DescDet4,CASA,9,Setembro,2019,3º (SET-DEZ),6740395 - DescDet4
4225258,Ginecologia,CASAJAR,06-08-2020,"183,91",21,Gama6,Scarlett,GRd,Desc7,DescDet11,CASA,8,Agosto,2020,2º (MAI-AGO),4225258 - DescDet11
3295001,Ortopedia,CLINTAL,29-10-2019,"300,4",189,Gama8,Emma,tiX,Desc2,DescDet3,CLIN,10,Outubro,2019,3º (SET-DEZ),3295001 - DescDet3
3295001,Ortopedia,CLINTAL,29-07-2023,"697,49",50,Gama8,Emma,Cue,Desc2,DescDet3,CLIN,7,Julho,2023,2º (MAI-AGO),3295001 - DescDet3
9807652,Ginecologia,CLINTA,22-11-2018,"162,2",41,Gama7,Jennifer,MEB,Desc8,DescDet9,CLIN,11,Novembro,2018,3º (SET-DEZ),9807652 - DescDet9
5868570,Ortopedia,CASAMED,31-08-2021,"628,97",23,Gama9,Sandra,ERC,Desc6,DescDet9,CASA,8,Agosto,2021,2º (MAI-AGO),5868570 - DescDet9
9807652,Ginecologia,CLINTA,26-05-2021,"596,65",90,Gama7,Jennifer,oZt,Desc8,DescDet9,CLIN,5,Maio,2021,2º (MAI-AGO),9807652 - DescDet9
5868570,Ortopedia,CASAMED,09-12-2022,"226,01",54,Gama9,Sandra,GTe,Desc6,DescDet9,CASA,12,Dezembro,2022,3º (SET-DEZ),5868570 - DescDet9
0402501,Ginecologia,CASAJAR,06-11-2018,"297,96",176,Gama1,Keira,hxe,Desc5,DescDet1,CASA,11,Novembro,2018,3º (SET-DEZ),0402501 - DescDet1
8687593,Cardiologia,CASARE,04-06-2022,"118,45",136,Gama5,Angelina,OQB,Desc3,DescDet4,CASA,6,Junho,2022,2º (MAI-AGO),8687593 - DescDet4
6525808,Outros,CLINTA,19-02-2020,"352,32",172,Gama2,Julia,CoE,Desc1,DescDet5,CLIN,2,Fevereiro,2020,1º (JAN-ABR),6525808 - DescDet5
6525808,Outros,CLINTA,26-10-2018,"531,02",161,Gama2,Julia,pQk,Desc1,DescDet5,CLIN,10,Outubro,2018,3º (SET-DEZ),6525808 - DescDet5
9807652,Ginecologia,CLINTA,09-09-2018,"458,62",157,Gama7,Jennifer,zft,Desc8,DescDet9,CLIN,9,Setembro,2018,3º (SET-DEZ),9807652 - DescDet9
4225258,Ginecologia,CASAJAR,27-05-2022,"652,4",124,Gama6,Scarlett,FGI,Desc7,DescDet11,CASA,5,Maio,2022,2º (MAI-AGO),4225258 - DescDet11
9807652,Ginecologia,CLINTA,08-10-2020,"676,13",62,Gama7,Jennifer,BAC,Desc8,DescDet9,CLIN,10,Outubro,2020,3º (SET-DEZ),9807652 - DescDet9
6872032,Pediatria,CLINTR,24-02-2023,"863,99",130,Gama4,Jennifer,ffP,Desc6,DescDet6,CLIN,2,Fevereiro,2023,1º (JAN-ABR),6872032 - DescDet6
6525808,Outros,CLINTA,09-03-2023,"366,18",14,Gama2,Julia,mPO,Desc1,DescDet5,CLIN,3,Março,2023,1º (JAN-ABR),6525808 - DescDet5
9807652,Ginecologia,CLINTA,04-03-2021,"371,16",94,Gama7,Jennifer,mqH,Desc8,DescDet9,CLIN,3,Março,2021,1º (JAN-ABR),9807652 - DescDet9
2983639,Cardiologia,CASAJAR,27-07-2021,"796,48",162,Gama8,Kate,PgO,Desc8,DescDet6,CASA,7,Julho,2021,2º (MAI-AGO),2983639 - DescDet6
6740395,Ginecologia,CASAJAR,21-02-2019,"549,01",164,Gama1,Scarlett,oGh,Desc5,DescDet4,CASA,2,Fevereiro,2019,1º (JAN-ABR),6740395 - DescDet4
4225258,Ginecologia,CASAJAR,29-06-2021,"918,46",137,Gama6,Scarlett,WBQ,Desc7,DescDet11,CASA,6,Junho,2021,2º (MAI-AGO),4225258 - DescDet11
6319300,Cardiologia,CASARE,07-10-2021,"390,8",36,Gama3,Keira,QPR,Desc8,DescDet1,CASA,10,Outubro,2021,3º (SET-DEZ),6319300 - DescDet1
1713965,Pediatria,CLINTOPS,14-01-2023,"888,8",184,Gama6,Julia,aFp,Desc11,DescDet6,CLIN,1,Janeiro,2023,1º (JAN-ABR),1713965 - DescDet6
6525808,Outros,CLINTA,13-10-2023,"108,24",109,Gama2,Julia,hpP,Desc1,DescDet5,CLIN,10,Outubro,2023,3º (SET-DEZ),6525808 - DescDet5
8687593,Cardiologia,CASARE,01-05-2021,"353,79",195,Gama5,Angelina,mcT,Desc3,DescDet4,CASA,5,Maio,2021,2º (MAI-AGO),8687593 - DescDet4
2983639,Cardiologia,CASAJAR,31-07-2020,"265,77",159,Gama8,Kate,pub,Desc8,DescDet6,CASA,7,Julho,2020,2º (MAI-AGO),2983639 - DescDet6
0402501,Ginecologia,CASAJAR,02-11-2022,"769,55",50,Gama1,Keira,hcG,Desc5,DescDet1,CASA,11,Novembro,2022,3º (SET-DEZ),0402501 - DescDet1
2983639,Cardiologia,CASAJAR,15-07-2023,"910,86",183,Gama8,Kate,NQj,Desc8,DescDet6,CASA,7,Julho,2023,2º (MAI-AGO),2983639 - DescDet6
9807652,Ginecologia,CLINTA,28-08-2021,"256,7",36,Gama7,Jennifer,zpP,Desc8,DescDet9,CLIN,8,Agosto,2021,2º (MAI-AGO),9807652 - DescDet9
9807652,Ginecologia,CLINTA,01-09-2023,"371,33",60,Gama7,Jennifer,wxp,Desc8,DescDet9,CLIN,9,Setembro,2023,3º (SET-DEZ),9807652 - DescDet9
5868570,Ortopedia,CASAMED,27-07-2019,"104,29",30,Gama9,Sandra,CdZ,Desc6,DescDet9,CASA,7,Julho,2019,2º (MAI-AGO),5868570 - DescDet9
9807652,Ginecologia,CLINTA,29-02-2020,"128,72",79,Gama7,Jennifer,evj,Desc8,DescDet9,CLIN,2,Fevereiro,2020,1º (JAN-ABR),9807652 - DescDet9
9807652,Ginecologia,CLINTA,16-10-2019,"172,01",29,Gama7,Jennifer,map,Desc8,DescDet9,CLIN,10,Outubro,2019,3º (SET-DEZ),9807652 - DescDet9
6022768,Ortopedia,CLINTAL,23-07-2019,"738,49",164,Gama4,Charlize,lVX,Desc9,DescDet6,CLIN,7,Julho,2019,2º (MAI-AGO),6022768 - DescDet6
6872032,Pediatria,CLINTR,19-12-2019,"377,03",26,Gama4,Jennifer,JvB,Desc6,DescDet6,CLIN,12,Dezembro,2019,3º (SET-DEZ),6872032 - DescDet6
6740395,Ginecologia,CASAJAR,29-04-2020,"748,13",24,Gama1,Scarlett,Eoz,Desc5,DescDet4,CASA,4,Abril,2020,1º (JAN-ABR),6740395 - DescDet4
9807652,Ginecologia,CLINTA,05-07-2018,"407,81",32,Gama7,Jennifer,VOx,Desc8,DescDet9,CLIN,7,Julho,2018,2º (MAI-AGO),9807652 - DescDet9
6319300,Cardiologia,CASARE,04-05-2019,"948,07",49,Gama3,Keira,ymX,Desc8,DescDet1,CASA,5,Maio,2019,2º (MAI-AGO),6319300 - DescDet1
1713965,Pediatria,CLINTOPS,02-04-2021,"458,49",198,Gama6,Julia,ALK,Desc11,DescDet6,CLIN,4,Abril,2021,1º (JAN-ABR),1713965 - DescDet6
9807652,Ginecologia,CLINTA,23-03-2020,"197,21",121,Gama7,Jennifer,dkK,Desc8,DescDet9,CLIN,3,Março,2020,1º (JAN-ABR),9807652 - DescDet9
6525808,Outros,CLINTA,24-04-2023,"581,12",145,Gama2,Julia,Wbt,Desc1,DescDet5,CLIN,4,Abril,2023,1º (JAN-ABR),6525808 - DescDet5
4225258,Ginecologia,CASAJAR,12-10-2019,"383,79",154,Gama6,Scarlett,Anh,Desc7,DescDet11,CASA,10,Outubro,2019,3º (SET-DEZ),4225258 - DescDet11
6319300,Cardiologia,CASARE,07-02-2019,"353,61",23,Gama3,Keira,mZq,Desc8,DescDet1,CASA,2,Fevereiro,2019,1º (JAN-ABR),6319300 - DescDet1
9807652,Ginecologia,CLINTA,21-12-2022,"961,02",153,Gama7,Jennifer,UEI,Desc8,DescDet9,CLIN,12,Dezembro,2022,3º (SET-DEZ),9807652 - DescDet9
6525808,Outros,CLINTA,12-12-2018,"935,35",183,Gama2,Julia,QMO,Desc1,DescDet5,CLIN,12,Dezembro,2018,3º (SET-DEZ),6525808 - DescDet5
6740395,Ginecologia,CASAJAR,09-01-2022,"445,76",192,Gama1,Scarlett,EWl,Desc5,DescDet4,CASA,1,Janeiro,2022,1º (JAN-ABR),6740395 - DescDet4
0402501,Ginecologia,CASAJAR,25-10-2018,"850,69",76,Gama1,Keira,tXS,Desc5,DescDet1,CASA,10,Outubro,2018,3º (SET-DEZ),0402501 - DescDet1
2983639,Cardiologia,CASAJAR,23-02-2023,"606,79",55,Gama8,Kate,oHC,Desc8,DescDet6,CASA,2,Fevereiro,2023,1º (JAN-ABR),2983639 - DescDet6
6872032,Pediatria,CLINTR,04-03-2019,"440,94",33,Gama4,Jennifer,vVH,Desc6,DescDet6,CLIN,3,Março,2019,1º (JAN-ABR),6872032 - DescDet6
6740395,Ginecologia,CASAJAR,29-09-2020,"245,94",117,Gama1,Scarlett,IgE,Desc5,DescDet4,CASA,9,Setembro,2020,3º (SET-DEZ),6740395 - DescDet4
2202126,Outros,CASARE,06-02-2019,"248,09",136,Gama8,Meryl,fvp,Desc9,DescDet8,CASA,2,Fevereiro,2019,1º (JAN-ABR),2202126 - DescDet8
6319300,Cardiologia,CASARE,09-06-2020,"506,96",84,Gama3,Keira,sDo,Desc8,DescDet1,CASA,6,Junho,2020,2º (MAI-AGO),6319300 - DescDet1
6319300,Cardiologia,CASARE,08-12-2021,"315,25",90,Gama3,Keira,wKo,Desc8,DescDet1,CASA,12,Dezembro,2021,3º (SET-DEZ),6319300 - DescDet1
0402501,Ginecologia,CASAJAR,11-02-2018,"786,6",123,Gama1,Keira,HZz,Desc5,DescDet1,CASA,2,Fevereiro,2018,1º (JAN-ABR),0402501 - DescDet1
6319300,Cardiologia,CASARE,24-05-2019,"299,46",15,Gama3,Keira,AtV,Desc8,DescDet1,CASA,5,Maio,2019,2º (MAI-AGO),6319300 - DescDet1
0402501,Ginecologia,CASAJAR,14-09-2020,"229,96",189,Gama1,Keira,ghR,Desc5,DescDet1,CASA,9,Setembro,2020,3º (SET-DEZ),0402501 - DescDet1
6022768,Ortopedia,CLINTAL,23-06-2021,"815,35",148,Gama4,Charlize,xtY,Desc9,DescDet6,CLIN,6,Junho,2021,2º (MAI-AGO),6022768 - DescDet6
5868570,Ortopedia,CASAMED,10-01-2021,"708,09",19,Gama9,Sandra,VZD,Desc6,DescDet9,CASA,1,Janeiro,2021,1º (JAN-ABR),5868570 - DescDet9
2983639,Cardiologia,CASAJAR,27-02-2022,"362,0",124,Gama8,Kate,vPQ,Desc8,DescDet6,CASA,2,Fevereiro,2022,1º (JAN-ABR),2983639 - DescDet6
9807652,Ginecologia,CLINTA,21-10-2022,"263,15",138,Gama7,Jennifer,uUu,Desc8,DescDet9,CLIN,10,Outubro,2022,3º (SET-DEZ),9807652 - DescDet9
6740395,Ginecologia,CASAJAR,18-05-2020,"300,02",178,Gama1,Scarlett,Vqf,Desc5,DescDet4,CASA,5,Maio,2020,2º (MAI-AGO),6740395 - DescDet4
3322966,Pediatria,CLINTAL,06-12-2022,"174,31",153,Gama3,Scarlett,FVp,Desc2,DescDet3,CLIN,12,Dezembro,2022,3º (SET-DEZ),3322966 - DescDet3
5868570,Ortopedia,CASAMED,27-12-2022,"676,03",166,Gama9,Sandra,yXE,Desc6,DescDet9,CASA,12,Dezembro,2022,3º (SET-DEZ),5868570 - DescDet9
1713965,Pediatria,CLINTOPS,13-03-2018,"929,46",28,Gama6,Julia,fOA,Desc11,DescDet6,CLIN,3,Março,2018,1º (JAN-ABR),1713965 - DescDet6
0402501,Ginecologia,CASAJAR,01-10-2022,"225,37",150,Gama1,Keira,IBS,Desc5,DescDet1,CASA,10,Outubro,2022,3º (SET-DEZ),0402501 - DescDet1
3322966,Pediatria,CLINTAL,06-12-2023,"448,19",168,Gama3,Scarlett,eIr,Desc2,DescDet3,CLIN,12,Dezembro,2023,3º (SET-DEZ),3322966 - DescDet3
3295001,Ortopedia,CLINTAL,27-11-2021,"141,48",71,Gama8,Emma,ZjN,Desc2,DescDet3,CLIN,11,Novembro,2021,3º (SET-DEZ),3295001 - DescDet3
6872032,Pediatria,CLINTR,07-04-2022,"118,23",200,Gama4,Jennifer,Sno,Desc6,DescDet6,CLIN,4,Abril,2022,1º (JAN-ABR),6872032 - DescDet6
2983639,Cardiologia,CASAJAR,20-05-2023,"845,33",71,Gama8,Kate,iDk,Desc8,DescDet6,CASA,5,Maio,2023,2º (MAI-AGO),2983639 - DescDet6
6525808,Outros,CLINTA,31-05-2021,"644,59",123,Gama2,Julia,dje,Desc1,DescDet5,CLIN,5,Maio,2021,2º (MAI-AGO),6525808 - DescDet5
0402501,Ginecologia,CASAJAR,07-09-2019,"453,08",182,Gama1,Keira,WNM,Desc5,DescDet1,CASA,9,Setembro,2019,3º (SET-DEZ),0402501 - DescDet1
3295001,Ortopedia,CLINTAL,09-07-2022,"914,34",132,Gama8,Emma,OOu,Desc2,DescDet3,CLIN,7,Julho,2022,2º (MAI-AGO),3295001 - DescDet3
8687593,Cardiologia,CASARE,03-10-2023,"721,14",122,Gama5,Angelina,ekg,Desc3,DescDet4,CASA,10,Outubro,2023,3º (SET-DEZ),8687593 - DescDet4
8687593,Cardiologia,CASARE,02-12-2018,"640,08",116,Gama5,Angelina,CYZ,Desc3,DescDet4,CASA,12,Dezembro,2018,3º (SET-DEZ),8687593 - DescDet4
9807652,Ginecologia,CLINTA,30-10-2022,"498,36",178,Gama7,Jennifer,Oyy,Desc8,DescDet9,CLIN,10,Outubro,2022,3º (SET-DEZ),9807652 - DescDet9
0402501,Ginecologia,CASAJAR,16-07-2018,"189,29",188,Gama1,Keira,jxn,Desc5,DescDet1,CASA,7,Julho,2018,2º (MAI-AGO),0402501 - DescDet1
6525808,Outros,CLINTA,22-12-2021,"365,94",55,Gama2,Julia,NgD,Desc1,DescDet5,CLIN,12,Dezembro,2021,3º (SET-DEZ),6525808 - DescDet5
5868570,Ortopedia,CASAMED,03-12-2020,"241,28",94,Gama9,Sandra,duC,Desc6,DescDet9,CASA,12,Dezembro,2020,3º (SET-DEZ),5868570 - DescDet9
2983639,Cardiologia,CASAJAR,03-05-2023,"224,95",175,Gama8,Kate,dyv,Desc8,DescDet6,CASA,5,Maio,2023,2º (MAI-AGO),2983639 - DescDet6
1713965,Pediatria,CLINTOPS,22-05-2018,"217,92",115,Gama6,Julia,Pph,Desc11,DescDet6,CLIN,5,Maio,2018,2º (MAI-AGO),1713965 - DescDet6
6740395,Ginecologia,CASAJAR,01-08-2019,"371,83",86,Gama1,Scarlett,pxv,Desc5,DescDet4,CASA,8,Agosto,2019,2º (MAI-AGO),6740395 - DescDet4
0402501,Ginecologia,CASAJAR,17-12-2023,"466,54",36,Gama1,Keira,ZsP,Desc5,DescDet1,CASA,12,Dezembro,2023,3º (SET-DEZ),0402501 - DescDet1
1713965,Pediatria,CLINTOPS,24-10-2019,"587,42",62,Gama6,Julia,bWK,Desc11,DescDet6,CLIN,10,Outubro,2019,3º (SET-DEZ),1713965 - DescDet6
6872032,Pediatria,CLINTR,18-01-2023,"792,19",198,Gama4,Jennifer,kIN,Desc6,DescDet6,CLIN,1,Janeiro,2023,1º (JAN-ABR),6872032 - DescDet6
3322966,Pediatria,CLINTAL,09-05-2018,"914,66",83,Gama3,Scarlett,MKF,Desc2,DescDet3,CLIN,5,Maio,2018,2º (MAI-AGO),3322966 - DescDet3
6022768,Ortopedia,CLINTAL,16-05-2019,"423,26",129,Gama4,Charlize,MjS,Desc9,DescDet6,CLIN,5,Maio,2019,2º (MAI-AGO),6022768 - DescDet6
9807652,Ginecologia,CLINTA,06-10-2022,"316,66",169,Gama7,Jennifer,snQ,Desc8,DescDet9,CLIN,10,Outubro,2022,3º (SET-DEZ),9807652 - DescDet9
6525808,Outros,CLINTA,03-01-2023,"258,48",11,Gama2,Julia,QMz,Desc1,DescDet5,CLIN,1,Janeiro,2023,1º (JAN-ABR),6525808 - DescDet5
6740395,Ginecologia,CASAJAR,07-09-2023,"465,51",74,Gama1,Scarlett,bnu,Desc5,DescDet4,CASA,9,Setembro,2023,3º (SET-DEZ),6740395 - DescDet4
6525808,Outros,CLINTA,24-12-2018,"643,71",35,Gama2,Julia,PGI,Desc1,DescDet5,CLIN,12,Dezembro,2018,3º (SET-DEZ),6525808 - DescDet5
0402501,Ginecologia,CASAJAR,21-11-2022,"527,36",163,Gama1,Keira,qHK,Desc5,DescDet1,CASA,11,Novembro,2022,3º (SET-DEZ),0402501 - DescDet1
6319300,Cardiologia,CASARE,28-08-2021,"991,47",121,Gama3,Keira,EtZ,Desc8,DescDet1,CASA,8,Agosto,2021,2º (MAI-AGO),6319300 - DescDet1
6525808,Outros,CLINTA,07-09-2019,"104,46",106,Gama2,Julia,EOh,Desc1,DescDet5,CLIN,9,Setembro,2019,3º (SET-DEZ),6525808 - DescDet5
2983639,Cardiologia,CASAJAR,06-05-2020,"299,16",13,Gama8,Kate,brc,Desc8,DescDet6,CASA,5,Maio,2020,2º (MAI-AGO),2983639 - DescDet6
2983639,Cardiologia,CASAJAR,01-02-2019,"213,58",150,Gama8,Kate,Awi,Desc8,DescDet6,CASA,2,Fevereiro,2019,1º (JAN-ABR),2983639 - DescDet6
2983639,Cardiologia,CASAJAR,05-07-2022,"419,46",144,Gama8,Kate,rpo,Desc8,DescDet6,CASA,7,Julho,2022,2º (MAI-AGO),2983639 - DescDet6
6319300,Cardiologia,CASARE,19-05-2022,"129,72",147,Gama3,Keira,vOa,Desc8,DescDet1,CASA,5,Maio,2022,2º (MAI-AGO),6319300 - DescDet1
8687593,Cardiologia,CASARE,10-07-2022,"293,9",98,Gama5,Angelina,Pgs,Desc3,DescDet4,CASA,7,Julho,2022,2º (MAI-AGO),8687593 - DescDet4
6319300,Cardiologia,CASARE,21-07-2022,"855,1",140,Gama3,Keira,ufZ,Desc8,DescDet1,CASA,7,Julho,2022,2º (MAI-AGO),6319300 - DescDet1
6022768,Ortopedia,CLINTAL,12-03-2019,"627,73",200,Gama4,Charlize,zvw,Desc9,DescDet6,CLIN,3,Março,2019,1º (JAN-ABR),6022768 - DescDet6
1713965,Pediatria,CLINTOPS,20-10-2018,"550,1",185,Gama6,Julia,GEl,Desc11,DescDet6,CLIN,10,Outubro,2018,3º (SET-DEZ),1713965 - DescDet6
3295001,Ortopedia,CLINTAL,18-12-2023,"371,86",51,Gama8,Emma,pHv,Desc2,DescDet3,CLIN,12,Dezembro,2023,3º (SET-DEZ),3295001 - DescDet3
6525808,Outros,CLINTA,28-09-2021,"802,21",31,Gama2,Julia,zeG,Desc1,DescDet5,CLIN,9,Setembro,2021,3º (SET-DEZ),6525808 - DescDet5
5868570,Ortopedia,CASAMED,28-05-2019,"839,19",178,Gama9,Sandra,AnE,Desc6,DescDet9,CASA,5,Maio,2019,2º (MAI-AGO),5868570 - DescDet9
2202126,Outros,CASARE,26-10-2018,"106,83",29,Gama8,Meryl,Rfd,Desc9,DescDet8,CASA,10,Outubro,2018,3º (SET-DEZ),2202126 - DescDet8
8687593,Cardiologia,CASARE,22-10-2018,"236,1",167,Gama5,Angelina,Prn,Desc3,DescDet4,CASA,10,Outubro,2018,3º (SET-DEZ),8687593 - DescDet4
6872032,Pediatria,CLINTR,29-05-2020,"476,19",147,Gama4,Jennifer,CfU,Desc6,DescDet6,CLIN,5,Maio,2020,2º (MAI-AGO),6872032 - DescDet6
6872032,Pediatria,CLINTR,13-12-2023,"704,28",171,Gama4,Jennifer,pvP,Desc6,DescDet6,CLIN,12,Dezembro,2023,3º (SET-DEZ),6872032 - DescDet6
6525808,Outros,CLINTA,18-04-2019,"143,87",87,Gama2,Julia,jpM,Desc1,DescDet5,CLIN,4,Abril,2019,1º (JAN-ABR),6525808 - DescDet5
6022768,Ortopedia,CLINTAL,08-04-2023,"618,81",53,Gama4,Charlize,uXo,Desc9,DescDet6,CLIN,4,Abril,2023,1º (JAN-ABR),6022768 - DescDet6
6525808,Outros,CLINTA,19-05-2019,"678,69",99,Gama2,Julia,EUG,Desc1,DescDet5,CLIN,5,Maio,2019,2º (MAI-AGO),6525808 - DescDet5
8687593,Cardiologia,CASARE,26-04-2019,"290,48",61,Gama5,Angelina,pfo,Desc3,DescDet4,CASA,4,Abril,2019,1º (JAN-ABR),8687593 - DescDet4
0402501,Ginecologia,CASAJAR,10-07-2019,"657,1",15,Gama1,Keira,HPQ,Desc5,DescDet1,CASA,7,Julho,2019,2º (MAI-AGO),0402501 - DescDet1
3295001,Ortopedia,CLINTAL,23-10-2020,"540,47",87,Gama8,Emma,diO,Desc2,DescDet3,CLIN,10,Outubro,2020,3º (SET-DEZ),3295001 - DescDet3
8687593,Cardiologia,CASARE,29-05-2018,"538,49",101,Gama5,Angelina,tEp,Desc3,DescDet4,CASA,5,Maio,2018,2º (MAI-AGO),8687593 - DescDet4
5868570,Ortopedia,CASAMED,25-02-2022,"643,33",69,Gama9,Sandra,LnV,Desc6,DescDet9,CASA,2,Fevereiro,2022,1º (JAN-ABR),5868570 - DescDet9
3322966,Pediatria,CLINTAL,08-01-2022,"101,86",176,Gama3,Scarlett,EFZ,Desc2,DescDet3,CLIN,1,Janeiro,2022,1º (JAN-ABR),3322966 - DescDet3
6872032,Pediatria,CLINTR,26-07-2020,"681,51",64,Gama4,Jennifer,nqO,Desc6,DescDet6,CLIN,7,Julho,2020,2º (MAI-AGO),6872032 - DescDet6
0402501,Ginecologia,CASAJAR,26-09-2020,"265,43",105,Gama1,Keira,GZz,Desc5,DescDet1,CASA,9,Setembro,2020,3º (SET-DEZ),0402501 - DescDet1
1713965,Pediatria,CLINTOPS,06-08-2023,"623,59",165,Gama6,Julia,XsX,Desc11,DescDet6,CLIN,8,Agosto,2023,2º (MAI-AGO),1713965 - DescDet6
6525808,Outros,CLINTA,24-01-2018,"407,43",108,Gama2,Julia,FoS,Desc1,DescDet5,CLIN,1,Janeiro,2018,1º (JAN-ABR),6525808 - DescDet5
6740395,Ginecologia,CASAJAR,19-02-2023,"189,51",72,Gama1,Scarlett,lqu,Desc5,DescDet4,CASA,2,Fevereiro,2023,1º (JAN-ABR),6740395 - DescDet4
5868570,Ortopedia,CASAMED,08-11-2018,"231,6",192,Gama9,Sandra,aYQ,Desc6,DescDet9,CASA,11,Novembro,2018,3º (SET-DEZ),5868570 - DescDet9
2202126,Outros,CASARE,14-11-2020,"857,52",95,Gama8,Meryl,KQe,Desc9,DescDet8,CASA,11,Novembro,2020,3º (SET-DEZ),2202126 - DescDet8
6319300,Cardiologia,CASARE,29-08-2021,"438,92",88,Gama3,Keira,hvH,Desc8,DescDet1,CASA,8,Agosto,2021,2º (MAI-AGO),6319300 - DescDet1
2202126,Outros,CASARE,04-07-2022,"746,15",40,Gama8,Meryl,art,Desc9,DescDet8,CASA,7,Julho,2022,2º (MAI-AGO),2202126 - DescDet8
